sentence Id,sentence,aspect_term,polarity
2971,"except refs , who even announcers say look like tiger woods ! Lol !",['tiger woods'],['neutral']
2972,wow . loving windows 7 on my work and home pcs . windows 7 sales exceed vista 1st-week sales by 234 %,['windows 7'],['neutral']
2973,just for the record justinbieberD we all now your rnot really justin bieber !!!!!,['justin bieber'],['negative']
2974,"I hate whoever programs the music at my gym . Though I did appreciate both katy perry and Ke $ ha tonight , so maybe things are looking up ?",['katy perry'],['positive']
2975,wishing i could live lindsay lohan ' s life for one day,['lindsay lohan'],['neutral']
2976,"i feel like i 'm really out of the loop , i 'm still a noob when it comes to the kindle . i have no idea what it does .",['kindle'],['neutral']
2977,fucking xbox broke only 10 days after i got it fixed damn microsoft to hell rrrrrrrrrrrrrrrrr,['xbox'],['negative']
2978,son has just announced that if he dies he is taking his psp with him ! not sure where that came from but okay !,['psp'],['positive']
2979,I just took '' - Adding Parts - justin bieber and I used to date but broke up awhile back . I ... '' and got : Part 14 ! Try it : .,['justin bieber'],['neutral']
2980,RR 's Love Update Video : mandy moore Shares Relationship Advice and Talks About Kellan Lutz 's ... . relationship tips,['mandy moore'],['neutral']
2981,windows 7 -- some serious problems still remain,['windows 7'],['negative']
2982,nick jonas rapping in '' Biggest Fan '' still makes me smile like an idiot . TOO ADORABLE . :'-RRB- justsaying,['nick jonas'],['positive']
2983,"for all the itunes trouble you ran into trying to get songs from the ipod to your pc , shout for sharepod . link :",['ipod'],['neutral']
2984,my 3 kids love your songs ! keep having to play it in the car on the ipod ! they do n't even know you !!! but they love yeah,['ipod'],['neutral']
2985,lindsay lohan ' s dad knows everyone -- even his troubled daughter 's drug dealer ! michael lohan -- who recently ins . .,['lindsay lohan'],['negative']
2986,"Nisaaa24 Ohhhhhmygosh :D ha thats freaking dope ! and youre not obsessed , you just REAAAAAALLY love the lakers",['lakers'],['positive']
2987,"use windows 7 , www.connectify.me and your wireless broadband to network your pod touch while mobile . wow",['windows 7'],['neutral']
2988,britneyspears britney spears straddles man in new music video : the star - who is set for an eage . .,['britney spears'],['neutral']
2989,i suck at wii bowling,['wii'],['negative']
2990,"get an iphone , you will fall in love",['iphone'],['positive']
2991,"They said ... bill gates can spend $ 1,000 every minute ... for the next 80 years . . And it wont even put a dent in his bank account .",['bill gates'],['neutral']
2992,nintendo denies wii hd upgrade planned for 2010,['wii'],['neutral']
2993,"poor lindsay lohan . those drugs , her family f-ed her up ! i sue to love her she is a mess now . smdh -LRB- reading the mag in the check out aile *",['lindsay lohan'],['negative']
2994,"I want Miley Cyrus 's hair , Beyonce 's voice , kim kardashian 's body but mostly I just want Selena Gomez 's boyfriend < 3",['kim kardashian'],['positive']
2995,"$ su TechWraith dareyoudevil if bill gates wanted he could say , Buddhists must die and hires a million police officers to kill them",['bill gates'],['neutral']
2996,X17 Online - kim kardashian - Photos & pictures | kim kardashian Has A ... : kim kardashian Has A Laugh At Dash . Kim and ... .,['kim kardashian'],['neutral']
2997,that 's just my word for penis . tired of the britney spears tweet . i do n't think she 's talented with or without one . imho . : -RRB-,['britney spears'],['negative']
2998,"Selena likes Justin 's eyes , Miley likes his smile , taylor swift likes his hair but Beliebers , Beliebers like Justin , as himself . < 3",['taylor swift'],['positive']
2999,cuddled up with my kindle on a lazy sunday afternoon .,['kindle'],['neutral']
3000,The Secret Diary of steve jobs : We 're looking for two spies : Sense of humor and a taste for adventure are a . .,['steve jobs'],['neutral']
3001,i 'm curious as to why anybody would follow a spambot with britney spears sucking off some unknown dude . i mean seriously .,['britney spears'],['negative']
3002,sarah palin is the best thing to ever happen to conservatives,['sarah palin'],['positive']
3003,"deathdani in the house . welcome to the twam man ! hope you like doritos , lindsay lohan , and diapered giraffes .",['lindsay lohan'],['neutral']
3004,back home downloaded the xbox update but all i got was sky player where is zune twitter facebook need help,['xbox'],['neutral']
3005,"Bus bombing is awful . But violence inevitble with US doing nothing 2 end conflict & lobby-driven policy . obama , wake up . .",['obama'],['negative']
3006,play more britney spears !!! i want to hear 3 britney spears again and again ... stop with lady gag paparazzi . . your killing it 4 me,['britney spears'],['positive']
3007,Selena Gomez is embarrassed after ellen degeneres played a clip of her denying her romance with Justin Bieber last year on her show earlier,['ellen degeneres'],['neutral']
3008,flash to iphone ... making the iphone platform accessible to creative developers . -,['iphone'],['neutral']
3009,lindsay lohan . crazy in love or just crazy ?,['lindsay lohan'],['negative']
3010,- i absolutely love britney spears ♥,['britney spears'],['positive']
3011,jimmy carter gives a thumbs-up to obama 's nobel peace prize .,['jimmy carter'],['neutral']
3012,"the nook , by barnes & noble , vs . kindle international & wins ??? like the kindle but better ? see for yourself .",['kindle'],['neutral']
3013,Well at least we can be sure she the '' dumb bitch '' part right '' Dumb bitch '' paris hilton responds to Sarah Shahi .,['paris hilton'],['negative']
3014,Another championship for the lakers thatwouldbeawesome,['lakers'],['positive']
3015,"hi there ! :-RRB- welcome to your unofficial source for britney spears news ! please follow and support britney spears , and cherish queen b ! < 3",['britney spears'],['neutral']
3016,i favorited a youtube video -- britney spears before they were stars,['britney spears'],['neutral']
3017,Colmes and Crowley / Should President obama Give His Nobel Peace Prize Back ? . via youtube,['obama'],['negative']
3018,I absolutely love ellen degeneres !!! Watching TheEllenShow and she went out of her way to dance with the girl in the wheelchair ! smile : -RRB-,['ellen degeneres'],['positive']
3019,"bill gates down billions , still richest american and simon cowell has alphabet soup at his birthday although only letters used were s-i-m-o-n",['bill gates'],['neutral']
3020,reclaimed the xbox and have the kids for the weekend . it makes up for a lame week . booked the holibobs today too . top bombing !!!,['xbox'],['neutral']
3021,i downloaded the og ff on my wii . good god i cant believe how annoying that music is !,['wii'],['negative']
3022,Welp did n't get 2c jimmy fallon oh well looks like anotha boring night 4me !! Should have played drums 2nite silly me gn world,['jimmy fallon'],['positive']
3023,"Like vintage madonna like it thanks lilwldchld lilwldchld : '' I was always the one keeping things cool , setting the ... ♫ ~ eowvi",['madonna'],['neutral']
3024,dear 15 followers ; why are you following me ? follow britney spears or maybe you can actually say '' hello '' ? - just a thought for my tweet friends,['britney spears'],['neutral']
3025,"if selena gomez beats out miley cyrus , victoria justice , or miranda cosgrove . imma need to call up kanye west .",['miley cyrus'],['negative']
3026,OMG demi lovato interview is just so intense . She may have been really strong to tell her story . But we are all so thankful . congratulations Demi .,['demi lovato'],['positive']
3027,"how is the new britney spears song amazing ? sounds like a chipmunk , js . & it 's getting overplayed already .",['britney spears'],['neutral']
3028,"omg but ha & others : arnold schwarzenegger , asked if he wanted to upgrade to windows 7 , replied '' i still love vista , baby '' .",['windows 7'],['neutral']
3029,"If al gore invented the Internet , I invented spell check . ~ Dan Quayle",['al gore'],['negative']
3030,lucky by britney spears ?! do it < 3 that 's my favorite . rt : ramielemalubay : thedannynoriega why didnt we think of lucky ?,['britney spears'],['positive']
3031,"if these clever people help designed windows 7 , who wants to take responsibility for vista ?",['windows 7'],['neutral']
3032,"see i told you guys and gals , just like former president jimmy carter , that racism is alive in america . when you live in the south you live",['jimmy carter'],['neutral']
3033,lindsay lohan + cocaine = fail,['lindsay lohan'],['negative']
3034,"hi , i 'm brazilian and so wanted you to know that if it were to give a name to perfection would be britney spears . love you .",['britney spears'],['positive']
3035,ha . I love Patton Oswalt . He said barack obama is the name of a Jamba Juice supplement .,['barack obama'],['neutral']
3036,"i see a pattern here ... jimmy carter , who failed his country as president , won the nobel peace prize in 2002 . tcot tlot ocra sgp p2 mob",['jimmy carter'],['neutral']
3037,john john mccain is in libya . slams the prez 4 not spending enough $ . what the hell is your problem pal ? are you running for prez too ?,['john mccain'],['negative']
3038,"God , I pray for soulja boy 's family . As I am sure they are having sleepless nights . Hold them through this time . Give them strength .",['soulja boy'],['positive']
3039,whatever they are doing with google Talk right now-needs to stop,['google'],['neutral']
3040,reaaaaalllly love your acting in harry potter ! Why do n't you come to Korea ? ㅠㅠ,['harry potter'],['neutral']
3041,"obama is a real risk taker , pussy put all 1 seeds in the final for his bracket",['obama'],['negative']
3042,"congratulations 2 britney spears with 3 going 1 on billboard , nicely done ! britneyspears",['britney spears'],['positive']
3043,i love watching wedding slideshows and counting how many pictures were taken by me . -LRB- four so far if you include a '' wii for wendetta '' framegrab . -RRB-,['wii'],['neutral']
3044,I 've seen lady gag acting with madonna being childish pop icons It was ery funny look it up athttp : / / www.youtube.com/watch?v=smRvhXzi5U0,['madonna'],['neutral']
3045,"Sinisterissimo ! Karl Rove starts obama wiki . . Even GregMitch says '' Ha , or huh ? '' wikileaks",['obama'],['negative']
3046,please follow me britney spears i am a your biggest fan ever .,['britney spears'],['positive']
3047,"Israpundit '' Blog Archive '' barack obama Kow-Tows to China over Tibet : We read that barack obama , in deference . .",['barack obama'],['neutral']
3048,im loveeee with lady gaga ♥ ☮ ♪ : .,['lady gaga'],['neutral']
3049,"hell yeah , that was my shit too !! lindsay lohan ' s first movie ... -LRB- and her best too -RRB- ... po thang !",['lindsay lohan'],['negative']
3050,i agree ! i absolutely love lindsay lohan ' s music . . ca n't say the same about her choices she 's made in the public .,['lindsay lohan'],['positive']
